2025-10-26 14:19:32,515 | DEBUG | rag_app | Logger initialized. APP_LOG_PATH=logs/app.log ERR_LOG_PATH=logs/error.log
2025-10-26 14:49:42,665 | INFO | rag_app | Full rebuild complete.
2025-10-26 14:49:42,668 | INFO | rag_app | Full rebuild complete.
2025-10-26 14:49:42,953 | INFO | rag_app | UI question: 'explain the job description' (use_llm=True)
2025-10-26 14:49:42,954 | INFO | rag_app | ask() question='explain the job description' top_k=12 use_llm=True
2025-10-26 14:49:42,954 | DEBUG | rag_app | topic flags: want_rleg=False want_dino=False
2025-10-26 14:49:42,991 | DEBUG | rag_app | generic retrieval -> 12 hits
2025-10-26 14:49:42,991 | DEBUG | rag_app | dedup hits: 12 -> 12
2025-10-26 14:49:59,301 | INFO | rag_app | answer generated, 1 chars
2025-10-26 14:49:59,315 | INFO | rag_app | UI answer len=1 chars
2025-10-26 14:51:10,958 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': PosixPath('data'), 'sqlite_path': PosixPath('storage/chunks.db'), 'faiss_index_path': PosixPath('storage/index.faiss'), 'id_map_path': PosixPath('storage/chunk_ids.npy'), 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 200, 'default_top_k': 12}
2025-10-26 14:51:10,960 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 14:51:10,961 | DEBUG | rag_app | VectorStore initialized. sqlite=storage/chunks.db faiss=storage/index.faiss idmap=storage/chunk_ids.npy
2025-10-26 14:51:11,252 | INFO | rag_app | Uploaded 4 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf']
2025-10-26 14:51:11,256 | INFO | rag_app | Full rebuild requested. Scanning entire data dir: data
2025-10-26 14:51:15,403 | INFO | rag_app | Loaded 9 docs for full rebuild
2025-10-26 14:51:15,405 | INFO | rag_app | Full rebuild produced 873 chunks (size=800 overlap=200)
2025-10-26 14:51:16,296 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': PosixPath('data'), 'sqlite_path': PosixPath('storage/chunks.db'), 'faiss_index_path': PosixPath('storage/index.faiss'), 'id_map_path': PosixPath('storage/chunk_ids.npy'), 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 200, 'default_top_k': 12}
2025-10-26 14:51:16,297 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 14:51:16,297 | DEBUG | rag_app | VectorStore initialized. sqlite=storage/chunks.db faiss=storage/index.faiss idmap=storage/chunk_ids.npy
2025-10-26 14:51:16,390 | INFO | rag_app | Uploaded 5 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf', 'geethika.txt']
2025-10-26 14:51:16,392 | INFO | rag_app | Full rebuild requested. Scanning entire data dir: data
2025-10-26 14:51:20,095 | INFO | rag_app | Loaded 10 docs for full rebuild
2025-10-26 14:51:20,097 | INFO | rag_app | Full rebuild produced 874 chunks (size=800 overlap=200)
2025-10-26 14:51:42,304 | INFO | rag_app | Full rebuild complete.
2025-10-26 14:51:46,103 | INFO | rag_app | Full rebuild complete.
2025-10-26 14:51:53,229 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': PosixPath('data'), 'sqlite_path': PosixPath('storage/chunks.db'), 'faiss_index_path': PosixPath('storage/index.faiss'), 'id_map_path': PosixPath('storage/chunk_ids.npy'), 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 200, 'default_top_k': 12}
2025-10-26 14:51:53,230 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 14:51:53,230 | DEBUG | rag_app | VectorStore initialized. sqlite=storage/chunks.db faiss=storage/index.faiss idmap=storage/chunk_ids.npy
2025-10-26 14:51:53,577 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': PosixPath('data'), 'sqlite_path': PosixPath('storage/chunks.db'), 'faiss_index_path': PosixPath('storage/index.faiss'), 'id_map_path': PosixPath('storage/chunk_ids.npy'), 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 200, 'default_top_k': 12}
2025-10-26 14:51:53,577 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 14:51:53,577 | DEBUG | rag_app | VectorStore initialized. sqlite=storage/chunks.db faiss=storage/index.faiss idmap=storage/chunk_ids.npy
2025-10-26 14:51:53,578 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': PosixPath('data'), 'sqlite_path': PosixPath('storage/chunks.db'), 'faiss_index_path': PosixPath('storage/index.faiss'), 'id_map_path': PosixPath('storage/chunk_ids.npy'), 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 200, 'default_top_k': 12}
2025-10-26 14:51:53,579 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 14:51:53,579 | DEBUG | rag_app | VectorStore initialized. sqlite=storage/chunks.db faiss=storage/index.faiss idmap=storage/chunk_ids.npy
2025-10-26 14:51:53,644 | INFO | rag_app | Uploaded 5 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf', 'geethika.txt']
2025-10-26 14:51:53,645 | INFO | rag_app | Full rebuild requested. Scanning entire data dir: data
2025-10-26 14:51:53,660 | INFO | rag_app | Uploaded 5 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf', 'geethika.txt']
2025-10-26 14:51:53,660 | INFO | rag_app | Full rebuild requested. Scanning entire data dir: data
2025-10-26 14:52:02,416 | INFO | rag_app | Loaded 10 docs for full rebuild
2025-10-26 14:52:02,634 | INFO | rag_app | Full rebuild produced 874 chunks (size=800 overlap=200)
2025-10-26 14:52:02,706 | INFO | rag_app | Loaded 10 docs for full rebuild
2025-10-26 14:52:02,710 | INFO | rag_app | Full rebuild produced 874 chunks (size=800 overlap=200)
2025-10-26 14:52:28,780 | INFO | rag_app | Full rebuild complete.
2025-10-26 14:52:28,785 | INFO | rag_app | Full rebuild complete.
2025-10-26 14:52:29,032 | INFO | rag_app | UI question: 'who is Geethika' (use_llm=True)
2025-10-26 14:52:29,032 | INFO | rag_app | ask() question='who is Geethika' top_k=12 use_llm=True
2025-10-26 14:52:29,033 | DEBUG | rag_app | topic flags: want_rleg=False want_dino=False
2025-10-26 14:52:29,170 | DEBUG | rag_app | generic retrieval -> 12 hits
2025-10-26 14:52:29,171 | DEBUG | rag_app | dedup hits: 12 -> 12
2025-10-26 14:52:33,401 | INFO | rag_app | answer generated, 155 chars
2025-10-26 14:52:33,412 | INFO | rag_app | UI answer len=155 chars
2025-10-26 15:03:56,231 | DEBUG | rag_app | Logger initialized. APP_LOG_PATH=logs/app.log ERR_LOG_PATH=logs/error.log
2025-10-26 15:03:56,232 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': 'data', 'sqlite_path': 'store/chunks.sqlite3', 'faiss_index_path': 'store/index.faiss', 'id_map_path': 'store/chunk_ids.npy', 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 150, 'default_top_k': 12, 'reranker_candidates': 50, 'reranker_type': 'rrf', 'mmr_lambda': 0.6, 'cross_encoder_model': 'cross-encoder/ms-marco-MiniLM-L-6-v2', 'gemini_reranker_model': 'gemini-2.5-flash', 'rrf_k_base': 60}
2025-10-26 15:03:56,232 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 15:03:56,233 | DEBUG | rag_app | VectorStore initialized. sqlite=store/chunks.sqlite3 faiss=store/index.faiss idmap=store/chunk_ids.npy
2025-10-26 15:03:56,233 | INFO | rag_app | Using RRF reranker (k_base=60).
2025-10-26 15:04:02,121 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': 'data', 'sqlite_path': 'store/chunks.sqlite3', 'faiss_index_path': 'store/index.faiss', 'id_map_path': 'store/chunk_ids.npy', 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 150, 'default_top_k': 12, 'reranker_candidates': 50, 'reranker_type': 'rrf', 'mmr_lambda': 0.6, 'cross_encoder_model': 'cross-encoder/ms-marco-MiniLM-L-6-v2', 'gemini_reranker_model': 'gemini-2.5-flash', 'rrf_k_base': 60}
2025-10-26 15:04:02,121 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 15:04:02,122 | DEBUG | rag_app | VectorStore initialized. sqlite=store/chunks.sqlite3 faiss=store/index.faiss idmap=store/chunk_ids.npy
2025-10-26 15:04:02,122 | INFO | rag_app | Using RRF reranker (k_base=60).
2025-10-26 15:04:02,174 | INFO | rag_app | Uploaded 4 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf']
2025-10-26 15:04:02,184 | INFO | rag_app | Incremental add for 4 new file(s): ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf']
2025-10-26 15:04:04,548 | INFO | rag_app | Loaded 4 docs from new_paths
2025-10-26 15:04:04,550 | INFO | rag_app | New docs chunked into 587 chunks (size=800 overlap=150)
2025-10-26 15:05:48,304 | DEBUG | rag_app | Logger initialized. APP_LOG_PATH=logs/app.log ERR_LOG_PATH=logs/error.log
2025-10-26 15:05:48,306 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': 'data', 'sqlite_path': 'store/chunks.sqlite3', 'faiss_index_path': 'store/index.faiss', 'id_map_path': 'store/chunk_ids.npy', 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 150, 'default_top_k': 12, 'reranker_candidates': 50, 'reranker_type': 'rrf', 'mmr_lambda': 0.6, 'cross_encoder_model': 'cross-encoder/ms-marco-MiniLM-L-6-v2', 'gemini_reranker_model': 'gemini-2.5-flash', 'rrf_k_base': 60}
2025-10-26 15:05:48,306 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 15:05:48,306 | DEBUG | rag_app | VectorStore initialized. sqlite=store/chunks.sqlite3 faiss=store/index.faiss idmap=store/chunk_ids.npy
2025-10-26 15:05:48,306 | INFO | rag_app | Using RRF reranker (k_base=60).
2025-10-26 15:05:55,795 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': 'data', 'sqlite_path': 'store/chunks.sqlite3', 'faiss_index_path': 'store/index.faiss', 'id_map_path': 'store/chunk_ids.npy', 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 150, 'default_top_k': 12, 'reranker_candidates': 50, 'reranker_type': 'rrf', 'mmr_lambda': 0.6, 'cross_encoder_model': 'cross-encoder/ms-marco-MiniLM-L-6-v2', 'gemini_reranker_model': 'gemini-2.5-flash', 'rrf_k_base': 60}
2025-10-26 15:05:55,796 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 15:05:55,797 | DEBUG | rag_app | VectorStore initialized. sqlite=store/chunks.sqlite3 faiss=store/index.faiss idmap=store/chunk_ids.npy
2025-10-26 15:05:55,797 | INFO | rag_app | Using RRF reranker (k_base=60).
2025-10-26 15:05:55,841 | INFO | rag_app | Uploaded 4 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf']
2025-10-26 15:05:55,856 | INFO | rag_app | Incremental add for 4 new file(s): ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf']
2025-10-26 15:05:58,060 | INFO | rag_app | Loaded 4 docs from new_paths
2025-10-26 15:05:58,062 | INFO | rag_app | New docs chunked into 587 chunks (size=800 overlap=150)
2025-10-26 15:06:18,746 | DEBUG | rag_app | Logger initialized. APP_LOG_PATH=logs/app.log ERR_LOG_PATH=logs/error.log
2025-10-26 15:06:18,746 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': 'data', 'sqlite_path': 'store/chunks.sqlite3', 'faiss_index_path': 'store/index.faiss', 'id_map_path': 'store/chunk_ids.npy', 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 150, 'default_top_k': 12, 'reranker_candidates': 50, 'reranker_type': 'rrf', 'mmr_lambda': 0.6, 'cross_encoder_model': 'cross-encoder/ms-marco-MiniLM-L-6-v2', 'gemini_reranker_model': 'gemini-2.5-flash', 'rrf_k_base': 60}
2025-10-26 15:06:18,746 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 15:06:18,747 | DEBUG | rag_app | VectorStore initialized. sqlite=store/chunks.sqlite3 faiss=store/index.faiss idmap=store/chunk_ids.npy
2025-10-26 15:06:18,747 | INFO | rag_app | Using RRF reranker (k_base=60).
2025-10-26 15:06:25,225 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': 'data', 'sqlite_path': 'store/chunks.sqlite3', 'faiss_index_path': 'store/index.faiss', 'id_map_path': 'store/chunk_ids.npy', 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 150, 'default_top_k': 12, 'reranker_candidates': 50, 'reranker_type': 'rrf', 'mmr_lambda': 0.6, 'cross_encoder_model': 'cross-encoder/ms-marco-MiniLM-L-6-v2', 'gemini_reranker_model': 'gemini-2.5-flash', 'rrf_k_base': 60}
2025-10-26 15:06:25,227 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 15:06:25,229 | DEBUG | rag_app | VectorStore initialized. sqlite=store/chunks.sqlite3 faiss=store/index.faiss idmap=store/chunk_ids.npy
2025-10-26 15:06:25,229 | INFO | rag_app | Using RRF reranker (k_base=60).
2025-10-26 15:06:25,310 | INFO | rag_app | Uploaded 5 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf', 'ANOMALY TRANSFORMER TIME SERIES ANOMALY.pdf']
2025-10-26 15:06:25,315 | INFO | rag_app | Incremental add for 5 new file(s): ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf', 'ANOMALY TRANSFORMER TIME SERIES ANOMALY.pdf']
2025-10-26 15:06:28,453 | INFO | rag_app | Loaded 5 docs from new_paths
2025-10-26 15:06:28,454 | INFO | rag_app | New docs chunked into 716 chunks (size=800 overlap=150)
2025-10-26 15:08:12,270 | DEBUG | rag_app | Logger initialized. APP_LOG_PATH=logs/app.log ERR_LOG_PATH=logs/error.log
2025-10-26 15:08:12,271 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': 'data', 'sqlite_path': 'store/chunks.sqlite3', 'faiss_index_path': 'store/index.faiss', 'id_map_path': 'store/chunk_ids.npy', 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 150, 'default_top_k': 12, 'reranker_candidates': 50, 'reranker_type': 'rrf', 'mmr_lambda': 0.6, 'cross_encoder_model': 'cross-encoder/ms-marco-MiniLM-L-6-v2', 'gemini_reranker_model': 'gemini-2.5-flash', 'rrf_k_base': 60}
2025-10-26 15:08:12,272 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 15:08:12,272 | DEBUG | rag_app | VectorStore initialized. sqlite=store/chunks.sqlite3 faiss=store/index.faiss idmap=store/chunk_ids.npy
2025-10-26 15:08:12,272 | INFO | rag_app | Using RRF reranker (k_base=60).
2025-10-26 15:08:18,294 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': 'data', 'sqlite_path': 'store/chunks.sqlite3', 'faiss_index_path': 'store/index.faiss', 'id_map_path': 'store/chunk_ids.npy', 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 150, 'default_top_k': 12, 'reranker_candidates': 50, 'reranker_type': 'rrf', 'mmr_lambda': 0.6, 'cross_encoder_model': 'cross-encoder/ms-marco-MiniLM-L-6-v2', 'gemini_reranker_model': 'gemini-2.5-flash', 'rrf_k_base': 60}
2025-10-26 15:08:18,295 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 15:08:18,298 | DEBUG | rag_app | VectorStore initialized. sqlite=store/chunks.sqlite3 faiss=store/index.faiss idmap=store/chunk_ids.npy
2025-10-26 15:08:18,298 | INFO | rag_app | Using RRF reranker (k_base=60).
2025-10-26 15:08:18,358 | INFO | rag_app | Uploaded 4 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf']
2025-10-26 15:08:18,359 | INFO | rag_app | Incremental add for 4 new file(s): ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf']
2025-10-26 15:08:20,526 | INFO | rag_app | Loaded 4 docs from new_paths
2025-10-26 15:08:20,528 | INFO | rag_app | New docs chunked into 587 chunks (size=800 overlap=150)
2025-10-26 15:11:49,609 | DEBUG | rag_app | Logger initialized. APP_LOG_PATH=logs/app.log ERR_LOG_PATH=logs/error.log
2025-10-26 15:11:49,610 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': 'data', 'sqlite_path': 'store/chunks.sqlite3', 'faiss_index_path': 'store/index.faiss', 'id_map_path': 'store/chunk_ids.npy', 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 150, 'default_top_k': 12, 'reranker_candidates': 50, 'reranker_type': 'rrf', 'mmr_lambda': 0.6, 'cross_encoder_model': 'cross-encoder/ms-marco-MiniLM-L-6-v2', 'gemini_reranker_model': 'gemini-2.5-flash', 'rrf_k_base': 60}
2025-10-26 15:11:49,610 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 15:11:49,610 | DEBUG | rag_app | VectorStore initialized. sqlite=store/chunks.sqlite3 faiss=store/index.faiss idmap=store/chunk_ids.npy
2025-10-26 15:11:49,610 | INFO | rag_app | Using RRF reranker (k_base=60).
2025-10-26 15:11:54,019 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': 'data', 'sqlite_path': 'store/chunks.sqlite3', 'faiss_index_path': 'store/index.faiss', 'id_map_path': 'store/chunk_ids.npy', 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 150, 'default_top_k': 12, 'reranker_candidates': 50, 'reranker_type': 'rrf', 'mmr_lambda': 0.6, 'cross_encoder_model': 'cross-encoder/ms-marco-MiniLM-L-6-v2', 'gemini_reranker_model': 'gemini-2.5-flash', 'rrf_k_base': 60}
2025-10-26 15:11:54,019 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 15:11:54,019 | DEBUG | rag_app | VectorStore initialized. sqlite=store/chunks.sqlite3 faiss=store/index.faiss idmap=store/chunk_ids.npy
2025-10-26 15:11:54,019 | INFO | rag_app | Using RRF reranker (k_base=60).
2025-10-26 15:11:54,047 | INFO | rag_app | Uploaded 3 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf']
2025-10-26 15:11:54,049 | INFO | rag_app | build_index() incremental mode with 3 new file(s): ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf']
2025-10-26 15:11:55,738 | INFO | rag_app | Loaded 3 docs from new_paths for incremental add
2025-10-26 15:11:55,740 | INFO | rag_app | New docs chunked into 579 chunks (size=800 overlap=150)
2025-10-26 15:11:55,740 | WARNING | rag_app | VectorStore has NO add_chunks() (likely old Pydantic version). Falling back to full rebuild of entire corpus.
2025-10-26 15:11:55,741 | INFO | rag_app | Full rebuild fallback: scanning data
2025-10-26 15:11:58,864 | INFO | rag_app | Loaded 10 docs for full rebuild fallback
2025-10-26 15:11:58,866 | INFO | rag_app | Full rebuild fallback produced 809 chunks (size=800 overlap=150)
2025-10-26 15:12:17,546 | INFO | rag_app | Full rebuild fallback complete.
2025-10-26 15:12:28,503 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': 'data', 'sqlite_path': 'store/chunks.sqlite3', 'faiss_index_path': 'store/index.faiss', 'id_map_path': 'store/chunk_ids.npy', 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 150, 'default_top_k': 12, 'reranker_candidates': 50, 'reranker_type': 'rrf', 'mmr_lambda': 0.6, 'cross_encoder_model': 'cross-encoder/ms-marco-MiniLM-L-6-v2', 'gemini_reranker_model': 'gemini-2.5-flash', 'rrf_k_base': 60}
2025-10-26 15:12:28,503 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 15:12:28,503 | DEBUG | rag_app | VectorStore initialized. sqlite=store/chunks.sqlite3 faiss=store/index.faiss idmap=store/chunk_ids.npy
2025-10-26 15:12:28,503 | INFO | rag_app | Using RRF reranker (k_base=60).
2025-10-26 15:12:28,532 | INFO | rag_app | Uploaded 3 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf']
2025-10-26 15:12:28,539 | INFO | rag_app | build_index() incremental mode with 3 new file(s): ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf']
2025-10-26 15:12:30,102 | INFO | rag_app | Loaded 3 docs from new_paths for incremental add
2025-10-26 15:12:30,103 | INFO | rag_app | New docs chunked into 579 chunks (size=800 overlap=150)
2025-10-26 15:12:30,104 | WARNING | rag_app | VectorStore has NO add_chunks() (likely old Pydantic version). Falling back to full rebuild of entire corpus.
2025-10-26 15:12:30,104 | INFO | rag_app | Full rebuild fallback: scanning data
2025-10-26 15:12:33,269 | INFO | rag_app | Loaded 10 docs for full rebuild fallback
2025-10-26 15:12:33,271 | INFO | rag_app | Full rebuild fallback produced 809 chunks (size=800 overlap=150)
2025-10-26 15:12:49,626 | INFO | rag_app | Full rebuild fallback complete.
2025-10-26 15:12:54,356 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': 'data', 'sqlite_path': 'store/chunks.sqlite3', 'faiss_index_path': 'store/index.faiss', 'id_map_path': 'store/chunk_ids.npy', 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 150, 'default_top_k': 12, 'reranker_candidates': 50, 'reranker_type': 'rrf', 'mmr_lambda': 0.6, 'cross_encoder_model': 'cross-encoder/ms-marco-MiniLM-L-6-v2', 'gemini_reranker_model': 'gemini-2.5-flash', 'rrf_k_base': 60}
2025-10-26 15:12:54,357 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 15:12:54,357 | DEBUG | rag_app | VectorStore initialized. sqlite=store/chunks.sqlite3 faiss=store/index.faiss idmap=store/chunk_ids.npy
2025-10-26 15:12:54,357 | INFO | rag_app | Using RRF reranker (k_base=60).
2025-10-26 15:12:54,398 | INFO | rag_app | Uploaded 3 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf']
2025-10-26 15:12:54,400 | INFO | rag_app | build_index() incremental mode with 3 new file(s): ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf']
2025-10-26 15:12:54,578 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': 'data', 'sqlite_path': 'store/chunks.sqlite3', 'faiss_index_path': 'store/index.faiss', 'id_map_path': 'store/chunk_ids.npy', 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 150, 'default_top_k': 12, 'reranker_candidates': 50, 'reranker_type': 'rrf', 'mmr_lambda': 0.6, 'cross_encoder_model': 'cross-encoder/ms-marco-MiniLM-L-6-v2', 'gemini_reranker_model': 'gemini-2.5-flash', 'rrf_k_base': 60}
2025-10-26 15:12:54,584 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 15:12:54,616 | DEBUG | rag_app | VectorStore initialized. sqlite=store/chunks.sqlite3 faiss=store/index.faiss idmap=store/chunk_ids.npy
2025-10-26 15:12:54,616 | INFO | rag_app | Using RRF reranker (k_base=60).
2025-10-26 15:12:54,678 | INFO | rag_app | Uploaded 3 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf']
2025-10-26 15:12:54,692 | INFO | rag_app | build_index() incremental mode with 3 new file(s): ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf']
2025-10-26 15:12:57,351 | INFO | rag_app | Loaded 3 docs from new_paths for incremental add
2025-10-26 15:12:57,356 | INFO | rag_app | New docs chunked into 579 chunks (size=800 overlap=150)
2025-10-26 15:12:57,363 | WARNING | rag_app | VectorStore has NO add_chunks() (likely old Pydantic version). Falling back to full rebuild of entire corpus.
2025-10-26 15:12:57,366 | INFO | rag_app | Full rebuild fallback: scanning data
2025-10-26 15:12:57,573 | INFO | rag_app | Loaded 3 docs from new_paths for incremental add
2025-10-26 15:12:57,575 | INFO | rag_app | New docs chunked into 579 chunks (size=800 overlap=150)
2025-10-26 15:12:57,579 | WARNING | rag_app | VectorStore has NO add_chunks() (likely old Pydantic version). Falling back to full rebuild of entire corpus.
2025-10-26 15:12:57,585 | INFO | rag_app | Full rebuild fallback: scanning data
2025-10-26 15:13:03,654 | INFO | rag_app | Loaded 10 docs for full rebuild fallback
2025-10-26 15:13:03,659 | INFO | rag_app | Full rebuild fallback produced 809 chunks (size=800 overlap=150)
2025-10-26 15:13:03,673 | INFO | rag_app | Loaded 10 docs for full rebuild fallback
2025-10-26 15:13:03,675 | INFO | rag_app | Full rebuild fallback produced 809 chunks (size=800 overlap=150)
2025-10-26 15:13:27,803 | INFO | rag_app | Full rebuild fallback complete.
2025-10-26 15:13:28,454 | INFO | rag_app | Full rebuild fallback complete.
2025-10-26 15:13:28,464 | INFO | rag_app | UI question: 'WHAT IS DINOV3' (use_llm=True)
2025-10-26 15:13:28,466 | INFO | rag_app | ask() question='WHAT IS DINOV3' k_init=50 k_final=12 use_llm=True
2025-10-26 15:13:28,467 | DEBUG | rag_app | topic flags: want_rleg=False want_dino=True
2025-10-26 15:13:28,717 | DEBUG | rag_app | generic retrieval -> 50 hits
2025-10-26 15:13:28,726 | DEBUG | rag_app | DINOv3 retrieval -> 50 hits
2025-10-26 15:13:37,370 | INFO | rag_app | answer generated, 317 chars
2025-10-26 15:13:37,373 | INFO | rag_app | answer confidence=1.000
2025-10-26 15:13:37,382 | INFO | rag_app | UI answer len=317 chars conf=1.000
